ARQUITETURA_ANSATZ,INPUT_EMBEDDING,DATASET,DATASET_DIVISION_INDEX,OPTIMIZER,UNSUPERVISED_METRIC,MEASURED_WIRES,MEASURE_TYPE,TRAIN_METRIC_COST,TEST_METRIC_COST,TRAIN_ACCURACY,TEST_ACCURACY,WEIGHT,BIAS,USE_BIAS
hr,amplitude,circles_500samples_no_noise,18,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 3.33021365 -1.70576195 -3.89224393],[2.94849343],YES
hr,amplitude,circles_500samples_no_noise,18,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9093412939035456,0.9044733259471174,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,18,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,7.45299757118375,3.126941564273137,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,19,SPSAOptimizer(10),silhouette,1,expval,0.909597224400592,0.9040527628358542,-0.0013961703718004,-0.003171944192395,[ 0.46598978  1.32562895 -0.85816754],[0.07362992],YES
hr,amplitude,circles_500samples_no_noise,19,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 3.33021365 -1.70576195 -3.89224393],[2.94849343],YES
hr,amplitude,circles_500samples_no_noise,19,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9093412939035456,0.9044733259471174,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,19,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,7.45299757118375,3.126941564273137,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,20,SPSAOptimizer(10),silhouette,1,expval,0.909597224400592,0.9040527628358542,-0.0013961703718004,-0.003171944192395,[ 0.46598978  1.32562895 -0.85816754],[0.07362992],YES
hr,amplitude,circles_500samples_no_noise,20,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 3.33021365 -1.70576195 -3.89224393],[2.94849343],YES
hr,amplitude,circles_500samples_no_noise,20,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9093412939035456,0.9044733259471174,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,20,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,7.45299757118375,3.126941564273137,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,21,SPSAOptimizer(10),silhouette,1,expval,0.909597224400592,0.9040527628358542,-0.0013961703718004,-0.003171944192395,[ 0.46598978  1.32562895 -0.85816754],[0.07362992],YES
hr,amplitude,circles_500samples_no_noise,21,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 3.33021365 -1.70576195 -3.89224393],[2.94849343],YES
hr,amplitude,circles_500samples_no_noise,21,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9093412939035456,0.9044733259471174,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,21,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,7.45299757118375,3.126941564273137,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,22,SPSAOptimizer(10),silhouette,1,expval,0.909597224400592,0.9040527628358542,-0.0013961703718004,-0.003171944192395,[ 0.46598978  1.32562895 -0.85816754],[0.07362992],YES
hr,amplitude,circles_500samples_no_noise,22,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 3.33021365 -1.70576195 -3.89224393],[2.94849343],YES
hr,amplitude,circles_500samples_no_noise,22,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9093412939035456,0.9044733259471174,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,22,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,7.45299757118375,3.126941564273137,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,23,SPSAOptimizer(10),silhouette,1,expval,0.909597224400592,0.9040527628358542,-0.0013961703718004,-0.003171944192395,[ 0.46598978  1.32562895 -0.85816754],[0.07362992],YES
hr,amplitude,circles_500samples_no_noise,23,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 3.33021365 -1.70576195 -3.89224393],[2.94849343],YES
hr,amplitude,circles_500samples_no_noise,23,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9093412939035456,0.9044733259471174,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,23,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,7.45299757118375,3.126941564273137,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,24,SPSAOptimizer(10),silhouette,1,expval,0.909597224400592,0.9040527628358542,-0.0013961703718004,-0.003171944192395,[ 0.46598978  1.32562895 -0.85816754],[0.07362992],YES
hr,amplitude,circles_500samples_no_noise,24,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 3.33021365 -1.70576195 -3.89224393],[2.94849343],YES
hr,amplitude,circles_500samples_no_noise,24,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9093412939035456,0.9044733259471174,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,24,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,7.45299757118375,3.126941564273137,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,25,SPSAOptimizer(10),silhouette,1,expval,0.909597224400592,0.9040527628358542,-0.0013961703718004,-0.003171944192395,[ 0.46598978  1.32562895 -0.85816754],[0.07362992],YES
hr,amplitude,circles_500samples_no_noise,25,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 3.33021365 -1.70576195 -3.89224393],[2.94849343],YES
hr,amplitude,circles_500samples_no_noise,25,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9093412939035456,0.9044733259471174,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,25,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,7.45299757118375,3.126941564273137,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,26,SPSAOptimizer(10),silhouette,1,expval,0.909597224400592,0.9040527628358542,-0.0013961703718004,-0.003171944192395,[ 0.46598978  1.32562895 -0.85816754],[0.07362992],YES
hr,amplitude,circles_500samples_no_noise,26,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 3.33021365 -1.70576195 -3.89224393],[2.94849343],YES
hr,amplitude,circles_500samples_no_noise,26,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9093412939035456,0.9044733259471174,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,26,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,7.45299757118375,3.126941564273137,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,27,SPSAOptimizer(10),silhouette,1,expval,0.909597224400592,0.9040527628358542,-0.0013961703718004,-0.003171944192395,[ 0.46598978  1.32562895 -0.85816754],[0.07362992],YES
hr,amplitude,circles_500samples_no_noise,27,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 3.33021365 -1.70576195 -3.89224393],[2.94849343],YES
hr,amplitude,circles_500samples_no_noise,27,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9093412939035456,0.9044733259471174,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,27,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,7.45299757118375,3.126941564273137,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,28,SPSAOptimizer(10),silhouette,1,expval,0.909597224400592,0.9040527628358542,-0.0013961703718004,-0.003171944192395,[ 0.46598978  1.32562895 -0.85816754],[0.07362992],YES
hr,amplitude,circles_500samples_no_noise,28,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 3.33021365 -1.70576195 -3.89224393],[2.94849343],YES
hr,amplitude,circles_500samples_no_noise,28,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9093412939035456,0.9044733259471174,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,28,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,7.45299757118375,3.126941564273137,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,29,SPSAOptimizer(10),silhouette,1,expval,0.909597224400592,0.9040527628358542,-0.0013961703718004,-0.003171944192395,[ 0.46598978  1.32562895 -0.85816754],[0.07362992],YES
hr,amplitude,circles_500samples_no_noise,29,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[ 3.33021365 -1.70576195 -3.89224393],[2.94849343],YES
hr,amplitude,circles_500samples_no_noise,29,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9093412939035456,0.9044733259471174,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_500samples_no_noise,29,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,7.45299757118375,3.126941564273137,-0.0014326179085378,-0.0033551061267077,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,0,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,0,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,1,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,1,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,2,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,2,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,3,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,3,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,4,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,4,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,5,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,5,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,5,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,5,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,6,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,6,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,6,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,6,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,7,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,7,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,7,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,7,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,8,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,8,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,8,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,8,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,9,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,9,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,9,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,9,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,10,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,10,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,10,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,10,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,11,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,11,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,11,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,11,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,12,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,12,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,12,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,12,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,13,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,13,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,13,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,13,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,14,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,14,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,14,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,14,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,15,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,15,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,15,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,15,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,16,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,16,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,16,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,16,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,17,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,17,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,17,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,17,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,18,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,18,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
hr,amplitude,circles_50samples_high_noise,18,NesterovMomentumOptimizer(0.1),silhouette,1,expval,0.9120501019377328,0.9782661289640872,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,18,NesterovMomentumOptimizer(0.1),calinski harabasz,1,expval,0.5721797622716995,25.38730600442529,-0.0138775510204081,0.0380891921917156,[ 0.38172023  1.33212416 -0.87978253],[0.],YES
hr,amplitude,circles_50samples_high_noise,19,SPSAOptimizer(10),silhouette,1,expval,0.9120501019377328,0.9683667675767944,-0.0138775510204081,0.1301380733216949,[ 0.44689983  1.28107076 -0.88083326],[0.07831842],YES
hr,amplitude,circles_50samples_high_noise,19,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.10662135 -1.28867192  2.30085879],[3.29417621],YES
